,NK/ILC,Macrophage/Monocyte,Fibroblast,pDC,Myofibroblast,T-CD8,T-CD4,cDC,T-CD4-regulatory,Epithelial,Endothelial,Mast,B,Plasma,Neuroendocrine
SAM681e4bf7cf85,0.0463884254202977,0.0363866635526741,0.0436799169653914,0.0151635415279795,0.130507007973948,0.000107262147378377,0.000168932668732352,0.00381625926437375,0.0241389373694734,0.189355093591023,0.204519976701691,0.0153449412672163,0.00229701425659543,0.00445039449841853,0.283675632794807
SAMc692536a795a,0.0404767022323368,0.0285560886719626,0.0492243027488311,0.0170559007753972,0.0905534030394213,4.4455301383449e-05,0.00104812851092063,0.00762545296785287,0.0232197961403989,0.237533128463683,0.173880597592581,0.0118193752329534,0.0106473002391427,0.00670927713713121,0.301606090946004
SAM9a2cf3c06fb3,0.0500688061469415,0.0440920385927233,0.057903153154356,0.00241097631312587,0.104604864248437,3.23365724844207e-05,0.000123340620607757,0.00461450935043762,0.0219495042545154,0.179480678231553,0.201184916679949,0.0127520517420241,0.00862993748255113,0.00645814728147778,0.305694739328816
SAM557dde1b9f3e,0.0403122805173883,0.0263602606337054,0.0565221352668289,0.0130182775214411,0.102874902295201,7.86072690736974e-05,0.0011007890595631,0.00395807966219698,0.0240835093700378,0.200557532135345,0.186495569929329,0.0378908296783706,0.0184806767937835,0.00699480575170263,0.281271744116032
SAMb8f13a0525a6,0.0421287393816133,0.0304877618314233,0.0434430901539294,0.00909720127285593,0.102890130217052,0.000520229031545012,0.00358575185087873,0.00767361176205424,0.0267105311937596,0.187862798386305,0.175403393512196,0.0135594059306119,0.0252450366206076,0.00620577307450463,0.325186545780664
SAM23aa15d4a0b0,0.0476153027186469,0.0278486711352147,0.0482889603666106,0.01292871451871,0.0964956883222864,0.000190176706720941,0.000292363650030579,0.0303043519511874,0.0220100564972876,0.189272897285976,0.211293964630556,0.00967076909795811,0.00946458911320112,0.00582036642167802,0.288503127583936
SAM468a9e1dc821,0.068528896383093,0.0339063258444418,0.0546568433974276,0.00581785143380439,0.106659977918845,7.66317950128432e-06,0.000279284125787222,0.00353269537699607,0.0117607863645109,0.201102283769841,0.188250305746673,0.0162415371442216,0.00204675561706905,0.00624553082966491,0.300963262868123
SAM81b71522417a,0.0477153841710947,0.0430203303241975,0.0452364706430874,0.00527299401506162,0.116170603031768,0.00202076927944918,7.0980530705871e-05,0.00729310052462832,0.0236427285385363,0.200355234232736,0.195895840883297,0.0170246772219868,0.00768373013018815,0.00551651400251801,0.283080642470746
SAM6cb230f208a8,0.0637637189804189,0.0364463737744253,0.0492922264207397,0.0121724598448668,0.106222381769651,0.00013666354761941,0.000162060893326104,0.00299020871576903,0.0328191311308014,0.169083420091345,0.227451138604186,0.00877227873093422,0.00271103067026733,0.00544821907181491,0.282528687753836
SAM0684af734db1,0.0484864567586711,0.0369943885608361,0.0456062096125657,0.00625251740717136,0.119693777972238,0.000351855646189299,2.42726187990713e-05,0.0020191984595798,0.0191296467026322,0.191129302110057,0.211092415365249,0.0122091081113373,0.00276572064278517,0.00527064239914499,0.298974487632744
SAMb963dda93cfd,0.0471367320303731,0.0365905882483241,0.0650655807563991,1.18477167139124e-05,0.0934237200141305,2.97691444379343e-05,0.000137320631019969,0.00713624249973,0.0319870988637523,0.177927405864143,0.186470572305023,0.0141763512484153,0.0281815457426238,0.00613607374514758,0.305589151189767
SAMa9ca8536d2b1,0.0350800356923877,0.0237094243415068,0.0554774015079115,0.00176686830135777,0.100099333481468,1.40119492155001e-05,0.000538998432353649,0.00750171277875671,0.0160933907172649,0.278792002382081,0.147293216607393,0.0144323305450449,0.0156981546231085,0.00595506956662105,0.29754804907353
SAM9fb814c22bdb,0.0497362715428277,0.0277457744272455,0.0500441598525755,0.00601945776087496,0.101255508885438,1.91821566153982e-05,0.000228033063396954,0.00456782690344133,0.021991652198206,0.204677212744612,0.178247748121531,0.0178819502816064,0.0142928351266706,0.00553221108408951,0.31776017585087
SAMbcbc7957c264,0.0501934044763091,0.0312283505380181,0.0652289668663311,0.0108242546459841,0.103616180588217,0.000382769190050078,3.33035265498654e-05,0.00838704523214828,0.0232402005919262,0.182513502572945,0.219577974694998,0.0152472652431197,0.0010039494322081,0.00615440313311471,0.282368429268081
SAM7fb6987514a4,0.0388315677276641,0.0339901748460943,0.0601668307710092,0.000930936792500936,0.103425778919896,5.01334584462881e-05,0.000399957608049732,0.0104395304202388,0.0335307551691961,0.208335971908746,0.176620230194083,0.0177066584084497,0.0189856680531686,0.00856724299596051,0.288018562726497
SAM63405b04ab2d,0.0573053707112891,0.032789585700496,0.0594439664788402,0.00573053061985968,0.118978114397464,1.94599398983175e-05,0.000100644417081118,0.00708990503151945,0.0240781813051799,0.163841621169057,0.210951747438886,0.015770631825427,0.00591857368190113,0.00850250232206373,0.289479164961037
SAM18bc1078bc15,0.0510244459987548,0.050354790714381,0.0667324368796236,0.00108990977490585,0.110096762323637,0.000218011254774309,7.02241193584073e-05,0.00783828228263522,0.0410495818982319,0.174427850400283,0.187933096306687,0.0102414608797193,0.00518931505431442,0.00546030510939105,0.288273527003303
SAM7d2dfba6cd84,0.0437408634261112,0.0318751454378927,0.0741850954785109,0.00422832834834093,0.102884432335185,5.20834301607356e-05,0.000892275052626132,0.00580597459444363,0.0267516293732236,0.188488956912771,0.185279520558923,0.0151315937552728,0.0251234383755143,0.0104660454837983,0.285094617437225
SAMd1bd63734394,0.0984646609457348,0.0331132581805281,0.0679584889412323,0.00720229550933008,0.120357509566046,0.00338391407524061,0.000106324514307885,0.00699157441743336,0.0327643073900939,0.205826681823386,0.178086012049515,0.0185691005217888,0.0048270572252497,0.00261559056797379,0.21973322427214
SAMe9ae8beb82fa,0.0439659824254309,0.0255304373105289,0.0882953124652252,0.0177889007950399,0.107290203121562,2.47689459956869e-05,0.000149449734996548,0.00280104737335654,0.0239753005594899,0.196276930797512,0.194945342618315,0.013931158319354,0.00360868799688872,0.00575327645375563,0.275663201082549
SAMb0a83e5fbde9,0.0645300451848905,0.0341415307585759,0.0843684382021607,0.00882342361875737,0.1095618149668,2.87063037265307e-05,0.000118040773884867,0.00607861117798824,0.0250648807520507,0.167653926907357,0.19504197443234,0.0129655295189239,0.00300420424575485,0.00857136451332288,0.280047508643467
SAMba7176afe070,0.0457467004873433,0.0333323159865818,0.0615036653067232,0.00765712536367326,0.137917786051712,0.00166513275764668,2.58104512489391e-05,0.00764253221325854,0.0216794281308928,0.187471755434601,0.206325731758075,0.0146521619570571,0.00665231522200503,0.00757024608610633,0.260157292793076
SAMae1690469964,0.0491700407767332,0.0371898711255855,0.0511893801458144,0.00595361682921803,0.113213821739987,0.00116932325002109,0.000118869554051199,0.0094025259362082,0.03355757891606,0.189733436152753,0.204964833257516,0.0169063561719305,0.00402064821403222,0.00739109003949117,0.276018607890599
SAMbe83eae4026e,0.0504831587734629,0.0342571728076917,0.0599161871476475,0.00597829095629579,0.114337599591837,0.000266517218952172,4.83928564193136e-05,0.00320552211159081,0.0223686850322353,0.187849361123816,0.203313121203984,0.012436944452449,0.00590117318756103,0.00555393366589155,0.294083939870166
SAMe5bc41772bc9,0.0819826648930833,0.0219170206531025,0.0508914548244929,0.0261980306067369,0.130342568319091,0.000746550121193537,0.000176747888321435,0.00489745300914427,0.0249495736186679,0.209589589452259,0.173994383671882,0.0152784711890457,0.000281427464810596,0.00646838581307332,0.252285678475096
SAM23095936e611,0.0554281031231325,0.0402569868595527,0.0546272991097557,0.0118225408518251,0.105918704455509,0.000466496478354344,4.4121670157225e-05,0.00524162092170254,0.0253812770809122,0.19613700287859,0.199855092834423,0.0128610532087603,0.0019653031123023,0.00518295954773836,0.284811437867285
SAM7114d99032ec,0.0420643055053337,0.0261001269782241,0.0559005894988677,0.025775843568779,0.117271928364233,0.000230524010748318,0.000293144999501143,0.00587595745117099,0.0175619118385304,0.211120998213396,0.205234476910222,0.0218634996474246,0.003293312703195,0.00640066969487597,0.261012710615498
SAMd215b503f99a,0.0513068520826181,0.0240602105137627,0.0492083118408505,0.00932182289415009,0.0872926857359789,4.98997560034216e-05,0.00074625501441704,0.00635026272690413,0.0243346139437509,0.205070385169925,0.191958039678865,0.0115713972856522,0.012509562564469,0.00592003944393701,0.320299661348716
SAMdb3f50c9129c,0.0547758781644554,0.0384944238518131,0.0580949912298453,0.00289394414311616,0.0949626919880943,4.906503786471e-06,0.000152160608737019,0.00583211040859266,0.0286764226267287,0.208067296455818,0.175256699216424,0.01843215502935,0.0111070806271669,0.00828881875931005,0.294960420386762
SAMbf1a3ae828e6,0.0403236549785224,0.0254180959059503,0.0722745872174694,0.009966673135055,0.100603489288012,0.000126822711454382,0.00122256937558556,0.00644952668654479,0.019321267969261,0.242861335877085,0.166895241030273,0.0149886252135602,0.00919497738500258,0.00573585785195954,0.284617275374265
SAM52e3fa3ad574,0.0402728448325691,0.0386841454162715,0.0652398832293049,0.00128297623938501,0.116328281758,1.87894333754206e-05,0.000145265619236619,0.00730073643720912,0.0277784212782724,0.164260417114498,0.191195375153274,0.0217281500419627,0.0228190642563682,0.0116912468453318,0.29125440234494
SAMd4c0837b0997,0.0525046085993785,0.0341999391322532,0.0698466079893418,0.000313068814681506,0.10219078182559,0.00342588542355645,0.000101705417329081,0.00651691890981943,0.0229346740114574,0.211558460284022,0.194581347356477,0.0147921469755965,0.00681979335900285,0.00483293812920617,0.275381123772288
SAM9cafb905b36a,0.0400628052075657,0.0374122504725725,0.0584571905039326,0.0136807472621286,0.123773780682573,4.19408331086632e-05,0.000191989030108327,0.0059557881358557,0.0211626010469378,0.193564592636939,0.20177957173963,0.0152279536997644,0.00917127484501187,0.0116773985690277,0.267840115334844
SAM3f2033c90438,0.0503986502599686,0.0300736837230042,0.0709300662535552,0.00558670620337056,0.0908330755136169,0.000180990417369382,0.000118649679933481,0.0102094583741696,0.0333847832219733,0.180370732940602,0.168848111831283,0.0162563163323089,0.0144948007028516,0.00941101656769024,0.318902957978303
SAM032c642382a7,0.0390564120818327,0.03082253771579,0.0681092516578417,0.0169555796806539,0.119779859501129,0.000400073073964854,0.000197609448177935,0.00959198643878228,0.0243894041647516,0.178729141073145,0.220264336789463,0.0144321173306619,0.00754071923095901,0.00757121570651035,0.262159756106336
SAM5ffd7e4cd794,0.0335950656049586,0.0168079068441272,0.0247596454650226,0.0337706340823207,0.449554177221977,5.3389969364561e-05,0.000565450253162496,0.000739926938712365,0.0142386941625507,0.107408224912354,0.0937344746804335,0.015550110512107,0.00122833499654792,0.0120348885578066,0.195959075798555
SAMb419a8fcbfcd,0.0559387218141493,0.0327097169707479,0.0507874640695979,4.06911373386522e-05,0.12331822086045,9.17432917190323e-05,2.66364629644257e-05,0.00948222776848606,0.0255651533085895,0.184018739941236,0.190550266475416,0.0163308968515167,0.00887677709240553,0.00616042490009005,0.296102319055293
SAM8884fe446d20,0.0495926920146074,0.0220794712975268,0.0798514014239826,0.012655390559573,0.102441969998048,7.03447715560204e-06,0.000320431767035768,0.0064826323082084,0.0255941140645164,0.189625417490945,0.21058282381151,0.00996663787130165,0.00131013570752825,0.00537779251649207,0.28411205469157
SAM17c45bf16bb6,0.0607024199198549,0.0317978064568264,0.0493443258778025,0.0125552521016641,0.118929623779537,0.000349382744120137,0.000249770928075179,0.00768178248861291,0.0258683827347513,0.184411270339629,0.202626085043414,0.0139749359635764,0.00347088545393757,0.0106520463242139,0.277386029843985
SAM2070b416069c,0.050493042471088,0.036834044242226,0.0523791976105772,0.00472071685520139,0.113417696307986,0.00102110161750828,4.22589978969136e-05,0.00643507761092774,0.0244165808924965,0.207364216937184,0.191330928419892,0.0173701093495877,0.00960648788721864,0.00971090576249455,0.274857635037715
SAM0ce9c983b20f,0.057129543044371,0.0433960769937169,0.0301389380492898,0.0339772386942575,0.124406210799221,0.00128136854170623,0.000126346011222281,0.00440891072009801,0.0275136490542035,0.210069587812019,0.18548346030047,0.0199331028991181,0.00818120930305921,0.00435356472907122,0.249600793048176
SAMa1e62d323e1d,0.0453480911117954,0.0312641408367221,0.0549420887440763,0.00376618469840051,0.0962856084165897,7.72927755573878e-05,0.000606227732347284,0.00522603617089564,0.0211935957175927,0.220052851350463,0.190488018400758,0.0145466954019725,0.0137707259301483,0.00687569388523314,0.295556748827448
SAM61baf919bb01,0.0537912131830041,0.0289454153065132,0.0488780008202687,0.0114258868567406,0.1061208911832,7.70242962135934e-06,0.00018365759893093,0.00495801512572549,0.0265303661934622,0.180802612556572,0.208455915058088,0.0154798729573728,0.00779700490387197,0.00699920028811053,0.299624245538519
SAM97a00e0929fb,0.0499594577261793,0.03419676037045,0.0637047508278609,0.000276129412386391,0.112159818996305,0.000876492680540156,0.00038477089825498,0.0098599682753968,0.0207565222373068,0.172038050630243,0.217881558307877,0.0132979605262404,0.0173651508891011,0.00650017623719636,0.280742431984662
SAM2f228939632f,0.0490557454771062,0.0319046567317943,0.0505504043080972,0.0116675909210061,0.114360431596277,0.000156382667904831,0.00081892382472043,0.00459559212098833,0.0254375729806126,0.173846535685879,0.194262786990726,0.015110344417913,0.00985608206378462,0.0080177052016398,0.31035924501155
SAM9539a4f19ebc,0.0518059830291239,0.0335646404570887,0.0599001209470015,0.0175401884608583,0.0948655382300292,0.000253029454316663,4.50494340519832e-05,0.00412676246969639,0.0224385468241801,0.18481651673353,0.217231536847045,0.0143953163117786,0.000997025215825442,0.00743013489627243,0.290589610689201
SAM36851bc8b9ae,0.0632068861164966,0.0330968116133565,0.0589274408420753,0.00630105809565908,0.0933576668298644,3.348926891913e-05,5.07096658038497e-05,0.00666393234110563,0.0233920773629819,0.190718724303888,0.20567852483344,0.0130058780901676,0.00770524849350853,0.00925472777874573,0.288606824363988
SAM297c0301e861,0.0511046652311617,0.0264823435398119,0.0539891770523124,0.00134280357288179,0.111317636136546,1.68859906580995e-05,0.000767925484271114,0.00847297188039595,0.019339600309158,0.212185699466825,0.184530483289778,0.0123949312261235,0.0184097239082558,0.0059293062980814,0.293715846613739
SAM1fa6bcb7fc48,0.0477483742605093,0.0394503309651567,0.0624491679002012,0.00958442190605991,0.114176769840015,0.000179258704135688,3.60329883737711e-05,0.00438988549155927,0.0275323562740075,0.188335148952326,0.213796157686911,0.00905850172444242,0.00379762853680144,0.00583549604843189,0.273630468721069
SAM075e037d95bc,0.0490939884206775,0.0392054889868071,0.0551151091605316,0.00580858158961014,0.110189467951947,0.000457616711708141,4.06957941237719e-05,0.00595755240347922,0.0206508060690474,0.19144408479477,0.209080998551298,0.00880507368535637,0.00798866552372927,0.00623041400006111,0.289931456356854
SAM6d2ae0c39b96,0.0456521298328441,0.0320197600636417,0.0541014315297584,0.0085816420433593,0.108155262199098,0.00138949557073882,7.76028597043465e-05,0.00572204090242931,0.0207656156292513,0.168789970488996,0.215910008027078,0.0154298224346864,0.0033926464749648,0.0103542622738455,0.309658309669604
SAMcabb6d58ff55,0.0617980420822552,0.0362970162907532,0.0725750481577076,0.0172024087753095,0.0821130258034161,2.1486380467219e-05,0.00227730626804247,0.00266789954955431,0.0422354077238978,0.165416974293901,0.233184899691496,0.0109287977469216,0.000612177330524242,0.0110951997473859,0.261574310158367
SAM716f54e468f4,0.0434692791593156,0.0272322046831347,0.0508135896112994,0.000141242820865296,0.0984103223771707,0.000115460332180163,0.00349328949084927,0.00456018316710073,0.0258459240395636,0.186720723113299,0.198101328359945,0.0107623795602492,0.0345438084579169,0.00643348908296222,0.309356775744148
SAMeff2ce356ccb,0.0500162853155641,0.0321656084931024,0.0917772234223954,0.0176990764832537,0.121437510343662,0.00158585661020843,2.22395485796869e-05,0.00467676112524799,0.0255268423770359,0.177442807692699,0.205724654160495,0.00939411703388457,0.00191862639815452,0.00699850119974853,0.253613889795968
SAM110501d0eedb,0.0518171145184521,0.0377390896895533,0.047010921782614,0.0141301246822785,0.112149408871528,0.000204143975566311,0.000152236342069021,0.00409661083214336,0.0285266762347275,0.169856388645014,0.202963203273453,0.011645366486689,0.00827594372643877,0.00873918537509704,0.302693585564376
SAM2e9ac0b1b250,0.0495439955227041,0.0267567158982453,0.0815582610401784,0.0194903170709728,0.104392567196232,1.80588794381946e-06,0.00044535110868675,0.00951171971600348,0.0340446534538674,0.172378121757285,0.20553862097515,0.0154501455117314,0.00138341096227657,0.0101733961529426,0.269330917745781
SAMc0ef41aa6c8b,0.0500298863297119,0.0399767218588206,0.0604077557552877,0.0195436440503902,0.120978710217894,0.000144836717437777,0.000689143247851077,0.00448152742083118,0.0201323090001166,0.154931890155542,0.199173332396739,0.0117102734806553,0.00559029224000072,0.00470289010756448,0.307506787021157
SAMd636e3461955,0.0353883845651059,0.0220190701083287,0.0428225125444481,0.0198494645216353,0.0987693183309599,1.52921618331539e-06,0.00366115581360727,0.00724053072443267,0.0286557011542069,0.181307643410345,0.1961649642392,0.0176315726306114,0.00750884888300296,0.0128366355721275,0.326142668285805
SAMe712352fb82a,0.0556973132135694,0.03885817622385,0.0660910172229444,0.00101979799941711,0.118607907199708,0.000772423253332066,0.000441032874804438,0.00512158416246971,0.0253567016261112,0.174426850924251,0.20350671989594,0.0132224209331269,0.00699531443305252,0.00707022472697651,0.282812515310447
SAM30b5c6c54cf7,0.0683313615847014,0.033910371072569,0.0558494540781423,0.0269533431017525,0.117709641202821,0.000575738607239559,0.001312231605695,0.00159985387271082,0.0266526537281846,0.153498670621762,0.203671768673511,0.0188716969438199,0.00747568940717318,0.00328845232806691,0.280299073171851
SAMd98bac0a070f,0.0658156233162454,0.0362526910629647,0.0483472554384961,0.0174076465585654,0.100905908911734,0.00387874037538429,9.13839826161967e-05,0.00670251095020134,0.0307524841416855,0.186832847611108,0.195539006739191,0.0162364811682635,0.00495178816390791,0.00741021327887551,0.278875418300762
SAM8e8ef2368dfa,0.0397239604581571,0.0227435450138435,0.0555714821873827,0.0135326481158638,0.0872684866594898,2.09168049620568e-05,0.00389418638983503,0.00334406889112281,0.0272964768698256,0.197222475213483,0.19270298206877,0.0136314233862717,0.0211927471660452,0.00492752667392735,0.31692707410102
SAM08cce2fa88f2,0.0584536580057127,0.0370337145044633,0.0510836519288328,0.0129622332658736,0.125166262485133,9.36364519736896e-05,2.50007934940739e-05,0.00551254997363897,0.0194113203221354,0.179758462234814,0.209062413772112,0.0150566929690015,0.00493034133994298,0.00554046677579693,0.275909595177074
SAMb4c7a001537d,0.0482036880571396,0.0327725153812963,0.0614605202051382,0.0153214515127306,0.104574698002831,0.00113763848084169,0.00037599694181153,0.00446389386887852,0.0209219258836923,0.172800651395854,0.232852983774333,0.0113349164930447,0.00440047100110402,0.00445751859568583,0.284921130405619
SAMfd947610629d,0.0407467605119759,0.0271418125259921,0.0455131020569832,0.0231162533470393,0.103472246330397,5.70240865025795e-05,0.000918932804497011,0.00359377167062342,0.0253484367530053,0.211911744615954,0.202805749588064,0.0132873780749789,0.00724139808772737,0.00757659071975142,0.287268798826509
SAM943df5cf15df,0.10861702030299,0.0275553811173176,0.0441411320664888,0.00893931515998225,0.110155875092907,0.00672749098428556,3.54848054673922e-05,0.00797451086649987,0.0222876311778673,0.224229213658433,0.174305737907196,0.0191555351267517,0.00573843275945007,0.00252664202324802,0.237610596951115
SAM31f41dd0d6ca,0.0467102997956148,0.0296106963397457,0.0455678890290202,0.0126223816838732,0.112087082319047,9.58086642183717e-05,0.000257671226531996,0.00450693187335769,0.0268519666568507,0.196456486548624,0.196433714000609,0.0178063236133694,0.00789998947563059,0.00685326319042516,0.296239495583081
SAMb3c02294aba7,0.0550824486872547,0.0460883594881208,0.0869419822736738,0.0107545659979095,0.0872729699700883,0.00523291764779929,0.00164134260883106,0.00592500836513382,0.0801109448002539,0.166149529598418,0.180135968966035,0.0106613111959446,0.00636940604353624,0.00586345441799626,0.251769789939004
SAM39eb94fa504d,0.0868993241684314,0.0297561502740652,0.0373862069149514,0.0222260121440713,0.072026898729307,0.0324303991806709,4.14882798232969e-06,0.0224016112061086,0.0474108465573568,0.190384840134625,0.139746446109509,0.0282402888431007,0.00213718973645634,0.00189376337139064,0.287055873801974
SAM62fb1388c871,0.0532400276283836,0.0396036263468129,0.0568774946492914,0.00309133051202771,0.112188098814908,0.000284249786492129,0.000544389419290399,0.00496555407864726,0.0233486884452328,0.178799552776596,0.228369411840394,0.0115498992677563,0.0068344166263936,0.00477729106193558,0.275525968745837
SAMc0da5d48686d,0.0898583648279799,0.019848863957409,0.0486565864351813,0.0185118776971354,0.117733367534301,0.00062945948520043,1.37137401688038e-06,0.00521540535636777,0.0368870476869296,0.183659382330042,0.205567724039441,0.00845703608971076,0.00209303228712463,0.00845932115883744,0.254421159740323
SAMe7bcab05402e,0.0369817021196962,0.0258306795170486,0.0535962641663979,0.00948776902596465,0.0987030686678821,2.18439473560705e-05,0.00861863317822851,0.00488239194090794,0.0230410374190818,0.185404141627617,0.174100328681531,0.0137186966056762,0.0271316485486518,0.00671829876360763,0.331763495790352
